Entry #,Date,Player Name,Team,Tile,Item Received,Points,Awarded Points,Image,,,Team,Total Points,,,
214,21/02/2026,OnlySpooned,Team 4 - Juiced Up Jubblies,Spider / Bear / Skeleton,Claws of Callisto,1,1,,2/21/2026,,,,,,
216,21/02/2026,OnlySpooned,Team 4 - Juiced Up Jubblies,Spider / Bear / Skeleton,Claws of Callisto,1,1,,2/21/2026,,,,,,
217,21/02/2026,BarelyMining,Team 3 - Toes of Amascut,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/21/2026,,,,,,
218,21/02/2026,Coleyo,Team 7 - #Zamn67uwu>:3xD,DT2 Bosses,Virtus Robe Bottom,5,5,,2/21/2026,,,,,,
219,21/02/2026,GIM Chibbi,Team 2 - Send Noots,Slayer Misc,Warped Sceptre,5,5,,2/21/2026,,,,,,
220,21/02/2026,Avusten,Team 4 - Juiced Up Jubblies,Spider / Bear / Skeleton,Dragon 2h Sword,2,1,,2/21/2026,,,,,,
221,21/02/2026,Osmussy,Team 3 - Toes of Amascut,Slayer Misc,Warped Sceptre,5,5,,2/21/2026,,,,,,
222,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
223,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
224,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Seer's Ring,1,1,,2/21/2026,,,,,,
225,21/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Slayer Bosses,Primordial Crystal,3,3,,2/21/2026,,,,,,
226,21/02/2026,Upravakiat,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,DT2 Bosses,Blood Quartz,1,1,,2/21/2026,,,,,,
227,21/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Slayer Bosses,Pegasian Crystal,3,3,,2/21/2026,,,,,,
228,21/02/2026,cheval grand,Team 6 - Mulch Munchers,Nightmare / PNM,Inquisitor's Great Helm,5,5,,2/21/2026,,,,,,
229,21/02/2026,Lindsayvbee,Team 6 - Mulch Munchers,Royal Titans,Giantsoul Amulet,1,1,,2/21/2026,,,,,,
230,21/02/2026,Fiddlestcks,Team 6 - Mulch Munchers,Royal Titans,Giantsoul Amulet,1,1,,2/21/2026,,,,,,
231,21/02/2026,Lindsayvbee,Team 6 - Mulch Munchers,Royal Titans,Giantsoul Amulet,1,1,,2/21/2026,,,,,,
232,21/02/2026,Fiddlestcks,Team 6 - Mulch Munchers,Royal Titans,Giantsoul Amulet,1,1,,2/21/2026,,,,,,
233,21/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Slayer Bosses,Pegasian Crystal,3,3,,2/21/2026,,,,,,
234,21/02/2026,Yezrail55,Team 7 - #Zamn67uwu>:3xD,Tormented / Demonics,Ballista Spring,2,2,,2/21/2026,,,,,,
235,21/02/2026,Bronzzr,Team 7 - #Zamn67uwu>:3xD,Barrows / Moons,Dharok's Platelegs,1,1,,2/21/2026,,,,,,
236,21/02/2026,Yezrail55,Team 7 - #Zamn67uwu>:3xD,Shards,Crystal Weapon Seed,2,2,,2/21/2026,,,,,,
237,21/02/2026,Nepautism,Team 7 - #Zamn67uwu>:3xD,Barrows / Moons,Eclipse Moon Chestplate,1,1,,2/21/2026,,,,,,
238,21/02/2026,Erthwerm GIM,Team 6 - Mulch Munchers,GOTR / Tempoross / WT,Abyssal Lantern,5,5,,2/21/2026,Evidence: https://i.vgy.me/SBSKAT.png,,,,,
239,21/02/2026,iz ky,Team 6 - Mulch Munchers,Royal Titans,Giantsoul Amulet,1,1,,2/21/2026,,,,,,
240,21/02/2026,Upravakiat,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,DT2 Bosses,Blood Quartz,1,1,,2/21/2026,,,,,,
241,21/02/2026,Upravakiat,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,DT2 Bosses,Executioner's Axe Head,5,5,,2/21/2026,,,,,,
242,21/02/2026,Mr Gizby,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Meme Tile,Skeleton Champion Scroll,3,3,,2/21/2026,,,,,,
243,21/02/2026,OnlySpooned,Team 4 - Juiced Up Jubblies,Dagannoth Kings,Berserker Ring,1,1,,2/21/2026,,,,,,
244,21/02/2026,Thrallen00,Team 2 - Send Noots,Slayer Misc,Warped Sceptre,5,5,,2/21/2026,,,,,,
245,21/02/2026,Groedels,Team 2 - Send Noots,Spider / Bear / Skeleton,Dragon Pickaxe,2,2,,2/21/2026,,,,,,
246,21/02/2026,Maself,Team 1 - Ba-Ba's Big Banana Boys,Slayer Misc,Warped Sceptre,5,5,,2/21/2026,,,,,,
247,21/02/2026,Exfoliate,Team 1 - Ba-Ba's Big Banana Boys,Slayer Bosses,Pegasian Crystal,3,3,,2/21/2026,,,,,,
248,21/02/2026,50 Traits,Team 1 - Ba-Ba's Big Banana Boys,Spider / Bear / Skeleton,Skull of Vet'ion,1,1,,2/21/2026,,,,,,
249,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
250,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Mud Battlestaff,1,1,,2/21/2026,,,,,,
251,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Archer's Ring,1,1,,2/21/2026,,,,,,
252,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Seer's Ring,1,1,,2/21/2026,,,,,,
253,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Berserker Ring,1,1,,2/21/2026,,,,,,
254,21/02/2026,Exfoliate,Team 1 - Ba-Ba's Big Banana Boys,Slayer Bosses,Primordial Crystal,3,3,,2/21/2026,,,,,,
255,21/02/2026,FE Pubes,Team 1 - Ba-Ba's Big Banana Boys,Slayer Misc,Warped Sceptre,5,5,,2/21/2026,,,,,,
256,21/02/2026,Glewts,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Archer's Ring,1,1,,2/21/2026,,,,,,
257,21/02/2026,FE Pubes,Team 1 - Ba-Ba's Big Banana Boys,Slayer Misc,Warped Sceptre,5,5,,2/21/2026,,,,,,
258,21/02/2026,Maself,Team 1 - Ba-Ba's Big Banana Boys,Slayer Bosses,Pegasian Crystal,3,3,,2/21/2026,,,,,,
259,21/02/2026,Glewts,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
260,21/02/2026,Iron vilcan,Team 2 - Send Noots,Dagannoth Kings,Mud Battlestaff,1,1,,2/21/2026,,,,,,
261,21/02/2026,Wizzy Wizzle,Team 2 - Send Noots,Tormented / Demonics,Zenyte Shard,2,2,,2/21/2026,,,,,,
262,21/02/2026,Camigos,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Yama,Oathplate Helm,5,5,,2/21/2026,,,,,,
263,21/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Zulrah,Magic Fang,2,2,,2/21/2026,,,,,,
264,21/02/2026,Mr Gizby,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Pharoah Sceptre / Blood Shard,Blood Shard,1,1,,2/21/2026,,,,,,
265,21/02/2026,Kciem,Team 7 - #Zamn67uwu>:3xD,Barrows / Moons,Eclipse Moon Helm,1,1,,2/21/2026,,,,,,
266,21/02/2026,Wonky Dust,Team 7 - #Zamn67uwu>:3xD,God Wars Dungeon,Saradomin Sword,1,1,,2/21/2026,,,,,,
267,21/02/2026,Iron vilcan,Team 2 - Send Noots,Dagannoth Kings,Mud Battlestaff,1,1,,2/21/2026,,,,,,
268,21/02/2026,ElderSix,Team 4 - Juiced Up Jubblies,Tormented / Demonics,Tormented Synapse,3,3,,2/21/2026,,,,,,
269,21/02/2026,FE Pubes,Team 1 - Ba-Ba's Big Banana Boys,Slayer Misc,Warped Sceptre,5,5,,2/21/2026,,,,,,
270,21/02/2026,FE Pubes,Team 1 - Ba-Ba's Big Banana Boys,Slayer Misc,Warped Sceptre,5,5,,2/21/2026,,,,,,
271,21/02/2026,IM Richigo,Team 7 - #Zamn67uwu>:3xD,Dragons,Dragon Metal Sheet,1,1,,2/21/2026,,,,,,
272,21/02/2026,H5rioon,Team 3 - Toes of Amascut,Doom of Mokhaiotl,Mokhaiotl Cloth,5,5,,2/21/2026,,,,,,
273,21/02/2026,Stoke024,Team 2 - Send Noots,Slayer Bosses,Unsired,1,1,,2/21/2026,,,,,,
274,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Berserker Ring,1,1,,2/21/2026,,,,,,
275,21/02/2026,ElderSix,Team 4 - Juiced Up Jubblies,Dagannoth Kings,Mud Battlestaff,1,1,,2/21/2026,,,,,,
276,21/02/2026,Exfoliate,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
277,21/02/2026,Preau,Team 7 - #Zamn67uwu>:3xD,Slayer Bosses,Pegasian Crystal,3,3,,2/21/2026,,,,,,
278,21/02/2026,Rex IM,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Spider / Bear / Skeleton,Dragon 2h Sword,2,2,,2/21/2026,,,,,,
279,21/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Zulrah,Tanzanite Fang,2,2,,2/21/2026,,,,,,
280,21/02/2026,IM Silo,Team 3 - Toes of Amascut,Dagannoth Kings,Seercull,1,1,,2/21/2026,,,,,,
281,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Warrior's Ring,1,1,,2/21/2026,,,,,,
282,21/02/2026,L 7,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
283,21/02/2026,B endi,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Colo / Inferno,Echo Crystal,2,2,,2/21/2026,,,,,,
284,21/02/2026,Thrallen00,Team 2 - Send Noots,God Wars Dungeon,Godsword Shard 3,1,1,,2/21/2026,,,,,,
285,21/02/2026,Iron vilcan,Team 2 - Send Noots,Slayer Misc,Abyssal Whip,2,2,,2/21/2026,,,,,,
287,21/02/2026,Iron vilcan,Team 2 - Send Noots,Theatre of Blood,Justiciar Faceguard,3,3,,2/21/2026,,,,,,
289,21/02/2026,Groedels,Team 2 - Send Noots,Spider / Bear / Skeleton,Dragon 2h Sword,2,2,,2/21/2026,,,,,,
290,21/02/2026,Thrallen00,Team 2 - Send Noots,God Wars Dungeon,Zamorak Hilt,5,5,,2/21/2026,,,,,,
291,21/02/2026,Iron vilcan,Team 2 - Send Noots,Tormented / Demonics,Ballista Spring,2,2,,2/21/2026,,,,,,
292,21/02/2026,grp ryanman,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
293,21/02/2026,grp ryanman,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Warrior's Ring,1,1,,2/21/2026,,,,,,
294,21/02/2026,Glewts,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
296,21/02/2026,Iron vilcan,Team 2 - Send Noots,Tormented / Demonics,Zenyte Shard,2,2,,2/21/2026,,,,,,
297,21/02/2026,Glewts,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Warrior's Ring,1,1,,2/21/2026,,,,,,
298,21/02/2026,Glewts,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
299,21/02/2026,Glewts,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Archer's Ring,1,1,,2/21/2026,,,,,,
300,21/02/2026,grp ryanman,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
301,21/02/2026,grp ryanman,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Seer's Ring,1,1,,2/21/2026,,,,,,
302,21/02/2026,grp ryanman,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Berserker Ring,1,1,,2/21/2026,,,,,,
303,21/02/2026,50 Traits,Team 1 - Ba-Ba's Big Banana Boys,Spider / Bear / Skeleton,Dragon 2h Sword,2,2,,2/21/2026,,,,,,
304,21/02/2026,Sa lad,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
305,21/02/2026,Exfoliate,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
306,21/02/2026,Glewts,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Mud Battlestaff,1,1,,2/21/2026,,,,,,
307,21/02/2026,grp ryanman,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Mud Battlestaff,1,1,,2/21/2026,,,,,,
308,21/02/2026,Sa lad,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Seer's Ring,1,1,,2/21/2026,,,,,,
309,21/02/2026,Exfoliate,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Mud Battlestaff,1,1,,2/21/2026,,,,,,
310,21/02/2026,Exfoliate,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Archer's Ring,1,1,,2/21/2026,,,,,,
311,21/02/2026,BarelyMining,Team 3 - Toes of Amascut,Spider / Bear / Skeleton,Ring of the Gods,3,3,,2/21/2026,,,,,,
312,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Seer's Ring,1,1,,2/21/2026,,,,,,
313,21/02/2026,Jamine2,Team 3 - Toes of Amascut,Spider / Bear / Skeleton,Voidwaker Hilt,3,3,,2/21/2026,,,,,,
314,21/02/2026,CIA PKed JFK,Team 3 - Toes of Amascut,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
315,21/02/2026,CIA PKed JFK,Team 3 - Toes of Amascut,Dagannoth Kings,Warrior's Ring,1,1,,2/21/2026,,,,,,
316,21/02/2026,BarlowBvB,Team 3 - Toes of Amascut,Dagannoth Kings,Archer's Ring,1,1,,2/21/2026,,,,,,
317,21/02/2026,BarlowBvB,Team 3 - Toes of Amascut,Dagannoth Kings,Warrior's Ring,1,1,,2/21/2026,,,,,,
318,21/02/2026,Nissassaah,Team 3 - Toes of Amascut,Spider / Bear / Skeleton,Skull of Vet'ion,1,1,,2/21/2026,,,,,,
319,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
320,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
321,21/02/2026,iskoldjesper,Team 2 - Send Noots,Chambers of Xeric,Dexterous Prayer Scroll,1,1,,2/21/2026,,,,,,
322,21/02/2026,Tjob,Team 4 - Juiced Up Jubblies,Doom of Mokhaiotl,Dom,5,5,,2/21/2026,,,,,,
323,21/02/2026,ElderSix,Team 4 - Juiced Up Jubblies,Dagannoth Kings,Seer's Ring,1,1,,2/21/2026,,,,,,
324,21/02/2026,ElderSix,Team 4 - Juiced Up Jubblies,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
325,21/02/2026,DikzakNo51,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Barrows / Moons,Dharok's Platelegs,1,1,,2/21/2026,,,,,,
326,21/02/2026,K 4 D E,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Chambers of Xeric,Dragon Hunter Crossbow,2,2,,2/21/2026,,,,,,
327,21/02/2026,B endi,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,God Wars Dungeon,Zamorak Hilt,5,5,,2/21/2026,,,,,,
328,21/02/2026,Lindsayvbee,Team 6 - Mulch Munchers,Dragons,Dragon Metal Sheet,1,1,,2/21/2026,,,,,,
329,21/02/2026,Lindsayvbee,Team 6 - Mulch Munchers,Dragons,Dragon Metal Sheet,1,1,,2/21/2026,,,,,,
330,21/02/2026,iz ky,Team 6 - Mulch Munchers,Shards,Venator Shard,2,2,,2/21/2026,,,,,,
331,21/02/2026,Erthwerm GIM,Team 6 - Mulch Munchers,Revenants / Wildy Shields,Odium Shard 2,2,2,,2/21/2026,,,,,,
332,21/02/2026,AkseleratorX,Team 6 - Mulch Munchers,Revenants / Wildy Shields,Ancient Statuette,2,2,,2/21/2026,,,,,,
333,21/02/2026,iz ky,Team 6 - Mulch Munchers,DT2 Bosses,Smoke Quartz,1,1,,2/21/2026,,,,,,
334,21/02/2026,IMZICKIO,Team 6 - Mulch Munchers,Slayer Bosses,Pegasian Crystal,3,3,,2/21/2026,,,,,,
335,21/02/2026,Erthwerm GIM,Team 6 - Mulch Munchers,Revenants / Wildy Shields,Odium Shard 2,2,2,,2/21/2026,,,,,,
336,21/02/2026,Coleyo,Team 7 - #Zamn67uwu>:3xD,Colo / Inferno,Dizana's Quiver,1,1,,2/21/2026,,,,,,
337,21/02/2026,Wonky Dust,Team 7 - #Zamn67uwu>:3xD,God Wars Dungeon,Saradomin Sword,1,1,,2/21/2026,,,,,,
338,21/02/2026,Wonky Dust,Team 7 - #Zamn67uwu>:3xD,God Wars Dungeon,Godsword Shard 3,1,1,,2/21/2026,,,,,,
339,21/02/2026,Plink Cay,Team 7 - #Zamn67uwu>:3xD,Colo / Inferno,Dizana's Quiver,1,1,,2/21/2026,,,,,,
340,21/02/2026,Wonky Dust,Team 7 - #Zamn67uwu>:3xD,God Wars Dungeon,Godsword Shard 3,1,1,,2/21/2026,,,,,,
341,21/02/2026,Preau,Team 7 - #Zamn67uwu>:3xD,Slayer Bosses,Pegasian Crystal,3,3,,2/21/2026,,,,,,
342,21/02/2026,Plink Cay,Team 7 - #Zamn67uwu>:3xD,Chambers of Xeric,Arcane Prayer Scroll,1,1,,2/21/2026,,,,,,
343,21/02/2026,Glewts,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Seer's Ring,1,1,,2/21/2026,,,,,,
344,21/02/2026,Glewts,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Seer's Ring,1,1,,2/21/2026,,,,,,
345,21/02/2026,Glewts,Team 1 - Ba-Ba's Big Banana Boys,Dagannoth Kings,Seercull,1,1,,2/21/2026,,,,,,
346,21/02/2026,DikzakNo51,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Barrows / Moons,Ahrim's Robetop,1,1,,2/21/2026,,,,,,
347,21/02/2026,DikzakNo51,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Barrows / Moons,Verac's Brassard,1,1,,2/21/2026,,,,,,
348,21/02/2026,juice mcgoos,Team 1 - Ba-Ba's Big Banana Boys,Shards,Crystal Armour Seed,2,2,,2/21/2026,,,,,,
349,21/02/2026,Iron vilcan,Team 2 - Send Noots,Tormented / Demonics,Zenyte Shard,2,2,,2/21/2026,,,,,,
350,21/02/2026,Iron vilcan,Team 2 - Send Noots,Tormented / Demonics,Zenyte Shard,2,2,,2/21/2026,,,,,,
351,21/02/2026,Iron vilcan,Team 2 - Send Noots,Tormented / Demonics,Heavy Frame,3,3,,2/21/2026,,,,,,
352,21/02/2026,Wizzy Wizzle,Team 2 - Send Noots,Tormented / Demonics,Heavy Frame,3,3,,2/21/2026,,,,,,
353,21/02/2026,Iron vilcan,Team 2 - Send Noots,Tormented / Demonics,Ballista Limb,2,2,,2/21/2026,,,,,,
354,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
355,21/02/2026,Iron speesh,Team 3 - Toes of Amascut,Doom of Mokhaiotl,Dom,5,5,,2/21/2026,,,,,,
356,21/02/2026,IM Silo,Team 3 - Toes of Amascut,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
357,21/02/2026,Jamine2,Team 3 - Toes of Amascut,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
358,21/02/2026,BarlowBvB,Team 3 - Toes of Amascut,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
359,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Archer's Ring,1,1,,2/21/2026,,,,,,
360,21/02/2026,IM Silo,Team 3 - Toes of Amascut,Dagannoth Kings,Archer's Ring,1,1,,2/21/2026,,,,,,
361,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
362,21/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dagannoth Kings,Archer's Ring,1,1,,2/21/2026,,,,,,
363,21/02/2026,CIA PKed JFK,Team 3 - Toes of Amascut,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
364,21/02/2026,CIA PKed JFK,Team 3 - Toes of Amascut,Dagannoth Kings,Mud Battlestaff,1,1,,2/21/2026,,,,,,
365,21/02/2026,Meldynoir,Team 4 - Juiced Up Jubblies,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
366,21/02/2026,Meldynoir,Team 4 - Juiced Up Jubblies,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
367,21/02/2026,Meldynoir,Team 4 - Juiced Up Jubblies,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
368,21/02/2026,Dekai Oppai,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,God Wars Dungeon,Armadyl Chestplate,2,2,,2/21/2026,,,,,,
369,21/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Zulrah,Serpentine Visage,2,2,,2/21/2026,,,,,,
370,21/02/2026,Cry for RNG,Team 6 - Mulch Munchers,Chambers of Xeric,Arcane Prayer Scroll,1,1,,2/21/2026,,,,,,
371,21/02/2026,iz ky,Team 6 - Mulch Munchers,Barrows / Moons,Ahrim's Robetop,1,1,,2/21/2026,,,,,,
372,21/02/2026,iz ky,Team 6 - Mulch Munchers,Barrows / Moons,Torag's Platebody,1,1,,2/21/2026,,,,,,
373,21/02/2026,Bertshire ,Team 4 - Juiced Up Jubblies,Dagannoth Kings,Warrior's Ring,1,1,,2/21/2026,,,,,,
374,21/02/2026,Snusician,Team 3 - Toes of Amascut,Doom of Mokhaiotl,Dom,5,5,,2/21/2026,,,,,,
375,21/02/2026,CASPERASKE ,Team 1 - Ba-Ba's Big Banana Boys,Spider / Bear / Skeleton,Dragon 2h Sword,2,2,,2/21/2026,,,,,,
376,21/02/2026,Thrallen00,Team 2 - Send Noots,Chambers of Xeric,Ancestral Robe Top,3,3,,2/21/2026,,,,,,
377,21/02/2026,GIM Chibbi,Team 2 - Send Noots,Tormented / Demonics,Ballista Spring,2,2,,2/21/2026,,,,,,
378,21/02/2026,Wizzy Wizzle,Team 2 - Send Noots,Tormented / Demonics,Zenyte Shard,2,2,,2/21/2026,,,,,,
379,21/02/2026,grp ryanman,Team 1 - Ba-Ba's Big Banana Boys,Nex,Nihil Horn,5,5,,2/21/2026,,,,,,
380,21/02/2026,MrBorreby,Team 1 - Ba-Ba's Big Banana Boys,Nex,Torva Full Helm,5,3,,2/21/2026,,,,,,
381,21/02/2026,Camigos,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Slayer Bosses,Pegasian Crystal,3,3,,2/21/2026,,,,,,
382,21/02/2026,CASPERASKE ,Team 1 - Ba-Ba's Big Banana Boys,Spider / Bear / Skeleton,Claws of Callisto,1,1,,2/21/2026,,,,,,
383,21/02/2026,Kciem,Team 7 - #Zamn67uwu>:3xD,Zalcano,Zalcando Shard,3,3,,2/21/2026,,,,,,
384,21/02/2026,Usefu1,Team 1 - Ba-Ba's Big Banana Boys,Spider / Bear / Skeleton,Claws of Callisto,1,1,,2/21/2026,,,,,,
385,21/02/2026,So Far To Go,Team 7 - #Zamn67uwu>:3xD,Dagannoth Kings,Archer's Ring,1,1,,2/21/2026,,,,,,
386,21/02/2026,So Far To Go,Team 7 - #Zamn67uwu>:3xD,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
387,21/02/2026,So Far To Go,Team 7 - #Zamn67uwu>:3xD,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
388,21/02/2026,So Far To Go,Team 7 - #Zamn67uwu>:3xD,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
389,21/02/2026,Yerh,Team 2 - Send Noots,Nex,Zaryte Vambraces,5,5,,2/21/2026,,,,,,
390,21/02/2026,Dekai Oppai,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,God Wars Dungeon,Godsword Shard 2,1,1,,2/21/2026,,,,,,
391,21/02/2026,Daixu,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Tombs of Amascut,Masori Chaps,3,3,,2/21/2026,,,,,,
392,21/02/2026,Iron Adiowa,Team 7 - #Zamn67uwu>:3xD,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
393,21/02/2026,Dekai Oppai,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,God Wars Dungeon,Armadyl Chainskirt,2,2,,2/21/2026,,,,,,
394,21/02/2026,Iron Adiowa,Team 7 - #Zamn67uwu>:3xD,Dagannoth Kings,Warrior's Ring,1,1,,2/21/2026,,,,,,
395,21/02/2026,Coleyo,Team 7 - #Zamn67uwu>:3xD,Royal Titans,Giantsoul Amulet,1,1,,2/21/2026,,,,,,
396,21/02/2026,GIM Chibbi,Team 2 - Send Noots,Tormented / Demonics,Ballista Spring,2,2,,2/21/2026,,,,,,
397,21/02/2026,Mr Cath,Team 2 - Send Noots,Nex,Ancient Hilt,5,5,,2/21/2026,,,,,,
398,21/02/2026,Iron vilcan,Team 2 - Send Noots,Tormented / Demonics,Ballista Limb,2,2,,2/21/2026,,,,,,
399,21/02/2026,Usefu1,Team 1 - Ba-Ba's Big Banana Boys,Spider / Bear / Skeleton,Dragon 2h Sword,2,2,,2/21/2026,,,,,,
400,21/02/2026,L 7,Team 1 - Ba-Ba's Big Banana Boys,Spider / Bear / Skeleton,Dragon 2h Sword,2,2,,2/21/2026,,,,,,
401,21/02/2026,Cmot,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Slayer Misc,Abyssal Whip,2,2,,2/21/2026,,,,,,
402,21/02/2026,Usefu1,Team 1 - Ba-Ba's Big Banana Boys,Spider / Bear / Skeleton,Claws of Callisto,1,1,,2/21/2026,,,,,,
403,21/02/2026,Coleyo,Team 7 - #Zamn67uwu>:3xD,Royal Titans,Giantsoul Amulet,1,1,,2/21/2026,,,,,,
404,21/02/2026,So Far To Go,Team 7 - #Zamn67uwu>:3xD,Dagannoth Kings,Dragon Axe,1,1,,2/21/2026,,,,,,
405,21/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Spider / Bear / Skeleton,Claws of Callisto,1,1,,2/21/2026,,,,,,
406,21/02/2026,I Be Useless,Team 7 - #Zamn67uwu>:3xD,Zulrah,Tanzanite Fang,2,2,,2/21/2026,,,,,,
